Ticket_ID,Source_System,Email_Received_Date,Sender,Subject,Email_Body,Priority,Status,Category,Assigned_Team,SLA_Due_Date,Closed_Date
INC1000001,ServiceNow,2026-01-14,servicenow@company.com,INC1000001 | High | Access Issue | Open - Permission Issue,Ticket ID: INC1000001 | Priority: High | Status: Open | Assigned Team: Vendor Support | Issue: permission issue | Category: Access Issue | Created Date: 2026-01-14 | SLA Due Date: 2026-01-16,High,Open,Access Issue,Data Support,2026-01-16,
INC1000256,ServiceNow,2026-04-16,servicenow@company.com,INC1000256 | High | Data Quality Issue | Closed - Null Field,Ticket ID: INC1000256 | Priority: High | Status: Closed | Assigned Team: Reporting Team | Issue: null field | Category: Data Quality Issue | Created Date: 2026-04-16 | SLA Due Date: 2026-04-18,High,Closed,Data Quality Issue,Vendor Support,2026-04-18,2026-04-17
INC1000257,ServiceNow,2026-02-19,servicenow@company.com,INC1000257 | Medium | Process Delay | Pending Business - Vendor Delay,Ticket ID: INC1000257 | Priority: Medium | Status: Pending Business | Assigned Team: Data Support | Issue: vendor delay | Category: Process Delay | Created Date: 2026-02-19 | SLA Due Date: 2026-02-23,Medium,Pending Business,Process Delay,Vendor Support,2026-02-23,
FG1000258,Fieldglass,2026-02-13,fieldglass@company.com,FG1000258 | Medium | Access Issue | Closed - Access Denied,Ticket ID: FG1000258 | Priority: Medium | Status: Closed | Assigned Team: Application Support | Issue: access denied | Category: Access Issue | Created Date: 2026-02-13 | SLA Due Date: 2026-02-17,Medium,Closed,Access Issue,Access Management,2026-02-17,2026-02-23
INC1000259,ServiceNow,2026-05-01,servicenow@company.com,INC1000259 | Medium | Reporting Issue | In Progress - Power Bi Error,Ticket ID: INC1000259 | Priority: Medium | Status: In Progress | Assigned Team: Reporting Team | Issue: Power BI error | Category: Reporting Issue | Created Date: 2026-05-01 | SLA Due Date: 2026-05-05,Medium,In Progress,Reporting Issue,Vendor Support,2026-05-05,
FG1000260,Fieldglass,2026-01-10,fieldglass@company.com,FG1000260 | High | Access Issue | In Progress - Mfa Issue,Ticket ID: FG1000260 | Priority: High | Status: In Progress | Assigned Team: Reporting Team | Issue: MFA issue | Category: Access Issue | Created Date: 2026-01-10 | SLA Due Date: 2026-01-12,High,In Progress,Access Issue,Application Support,2026-01-12,
INC1000261,ServiceNow,2026-05-01,servicenow@company.com,INC1000261 | Medium | System Error | Open - Timeout,Ticket ID: INC1000261 | Priority: Medium | Status: Open | Assigned Team: Access Management | Issue: timeout | Category: System Error | Created Date: 2026-05-01 | SLA Due Date: 2026-05-05,Medium,Open,System Error,Access Management,2026-05-05,
INC1000262,ServiceNow,2026-03-13,servicenow@company.com,INC1000262 | High | Data Quality Issue | In Progress - Missing Value,Ticket ID: INC1000262 | Priority: High | Status: In Progress | Assigned Team: Data Support | Issue: missing value | Category: Data Quality Issue | Created Date: 2026-03-13 | SLA Due Date: 2026-03-15,High,In Progress,Data Quality Issue,Data Support,2026-03-15,
INC1000263,ServiceNow,2026-02-11,servicenow@company.com,INC1000263 | High | Reporting Issue | Pending Business - Tableau Variance,Ticket ID: INC1000263 | Priority: High | Status: Pending Business | Assigned Team: Access Management | Issue: Tableau variance | Category: Reporting Issue | Created Date: 2026-02-11 | SLA Due Date: 2026-02-13,High,Pending Business,Reporting Issue,Application Support,2026-02-13,
FG1000264,Fieldglass,2026-03-15,fieldglass@company.com,FG1000264 | Low | Access Issue | Closed - Mfa Issue,Ticket ID: FG1000264 | Priority: Low | Status: Closed | Assigned Team: Reporting Team | Issue: MFA issue | Category: Access Issue | Created Date: 2026-03-15 | SLA Due Date: 2026-03-22,Low,Closed,Access Issue,Reporting Team,2026-03-22,2026-03-26
FG1000265,Fieldglass,2026-02-25,fieldglass@company.com,FG1000265 | Medium | Reporting Issue | Open - Wrong Kpi,Ticket ID: FG1000265 | Priority: Medium | Status: Open | Assigned Team: Access Management | Issue: wrong KPI | Category: Reporting Issue | Created Date: 2026-02-25 | SLA Due Date: 2026-03-01,Medium,Open,Reporting Issue,Application Support,2026-03-01,
INC1000266,ServiceNow,2026-03-05,servicenow@company.com,INC1000266 | Low | Reporting Issue | Resolved - Wrong Kpi,Ticket ID: INC1000266 | Priority: Low | Status: Resolved | Assigned Team: Data Support | Issue: wrong KPI | Category: Reporting Issue | Created Date: 2026-03-05 | SLA Due Date: 2026-03-12,Low,Resolved,Reporting Issue,Reporting Team,2026-03-12,2026-03-09
FG1000267,Fieldglass,2026-04-13,fieldglass@company.com,FG1000267 | Medium | Access Issue | Resolved - Role Missing,Ticket ID: FG1000267 | Priority: Medium | Status: Resolved | Assigned Team: Vendor Support | Issue: role missing | Category: Access Issue | Created Date: 2026-04-13 | SLA Due Date: 2026-04-17,Medium,Resolved,Access Issue,Reporting Team,2026-04-17,2026-04-19
FG1000268,Fieldglass,2026-02-10,fieldglass@company.com,FG1000268 | Low | Reporting Issue | Open - Tableau Variance,Ticket ID: FG1000268 | Priority: Low | Status: Open | Assigned Team: Access Management | Issue: Tableau variance | Category: Reporting Issue | Created Date: 2026-02-10 | SLA Due Date: 2026-02-17,Low,Open,Reporting Issue,Access Management,2026-02-17,
FG1000269,Fieldglass,2026-04-11,fieldglass@company.com,FG1000269 | Medium | Process Delay | In Progress - Pending Approval,Ticket ID: FG1000269 | Priority: Medium | Status: In Progress | Assigned Team: Data Support | Issue: pending approval | Category: Process Delay | Created Date: 2026-04-11 | SLA Due Date: 2026-04-15,Medium,In Progress,Process Delay,Vendor Support,2026-04-15,
INC1000270,ServiceNow,2026-01-04,servicenow@company.com,INC1000270 | High | Process Delay | Resolved - Queue Backlog,Ticket ID: INC1000270 | Priority: High | Status: Resolved | Assigned Team: Access Management | Issue: queue backlog | Category: Process Delay | Created Date: 2026-01-04 | SLA Due Date: 2026-01-06,High,Resolved,Process Delay,Data Support,2026-01-06,2026-01-08
FG1000271,Fieldglass,2026-03-26,fieldglass@company.com,FG1000271 | Medium | System Error | In Progress - Api Error,Ticket ID: FG1000271 | Priority: Medium | Status: In Progress | Assigned Team: Application Support | Issue: API error | Category: System Error | Created Date: 2026-03-26 | SLA Due Date: 2026-03-30,Medium,In Progress,System Error,Application Support,2026-03-30,
INC1000272,ServiceNow,2026-03-06,servicenow@company.com,INC1000272 | Medium | System Error | In Progress - Server Error,Ticket ID: INC1000272 | Priority: Medium | Status: In Progress | Assigned Team: Vendor Support | Issue: server error | Category: System Error | Created Date: 2026-03-06 | SLA Due Date: 2026-03-10,Medium,In Progress,System Error,Data Support,2026-03-10,
FG1000273,Fieldglass,2026-04-09,fieldglass@company.com,FG1000273 | Medium | Process Delay | Open - Queue Backlog,Ticket ID: FG1000273 | Priority: Medium | Status: Open | Assigned Team: Access Management | Issue: queue backlog | Category: Process Delay | Created Date: 2026-04-09 | SLA Due Date: 2026-04-13,Medium,Open,Process Delay,Reporting Team,2026-04-13,
INC1000274,ServiceNow,2026-04-12,servicenow@company.com,INC1000274 | Low | Process Delay | In Progress - Vendor Delay,Ticket ID: INC1000274 | Priority: Low | Status: In Progress | Assigned Team: Data Support | Issue: vendor delay | Category: Process Delay | Created Date: 2026-04-12 | SLA Due Date: 2026-04-19,Low,In Progress,Process Delay,Data Support,2026-04-19,
FG1000275,Fieldglass,2026-03-30,fieldglass@company.com,FG1000275 | Medium | Data Quality Issue | Pending Business - Null Field,Ticket ID: FG1000275 | Priority: Medium | Status: Pending Business | Assigned Team: Application Support | Issue: null field | Category: Data Quality Issue | Created Date: 2026-03-30 | SLA Due Date: 2026-04-03,Medium,Pending Business,Data Quality Issue,Access Management,2026-04-03,
FG1000276,Fieldglass,2026-01-04,fieldglass@company.com,FG1000276 | Medium | System Error | Open - Server Error,Ticket ID: FG1000276 | Priority: Medium | Status: Open | Assigned Team: Access Management | Issue: server error | Category: System Error | Created Date: 2026-01-04 | SLA Due Date: 2026-01-08,Medium,Open,System Error,Application Support,2026-01-08,
INC1000277,ServiceNow,2026-04-11,servicenow@company.com,INC1000277 | Medium | Access Issue | In Progress - Login Failure,Ticket ID: INC1000277 | Priority: Medium | Status: In Progress | Assigned Team: Application Support | Issue: login failure | Category: Access Issue | Created Date: 2026-04-11 | SLA Due Date: 2026-04-15,Medium,In Progress,Access Issue,Access Management,2026-04-15,
FG1000278,Fieldglass,2026-01-09,fieldglass@company.com,FG1000278 | Medium | Access Issue | In Progress - Role Missing,Ticket ID: FG1000278 | Priority: Medium | Status: In Progress | Assigned Team: Data Support | Issue: role missing | Category: Access Issue | Created Date: 2026-01-09 | SLA Due Date: 2026-01-13,Medium,In Progress,Access Issue,Data Support,2026-01-13,
FG1000279,Fieldglass,2026-03-08,fieldglass@company.com,FG1000279 | Low | Access Issue | Resolved - Login Failure,Ticket ID: FG1000279 | Priority: Low | Status: Resolved | Assigned Team: Vendor Support | Issue: login failure | Category: Access Issue | Created Date: 2026-03-08 | SLA Due Date: 2026-03-15,Low,Resolved,Access Issue,Application Support,2026-03-15,2026-03-10
FG1000280,Fieldglass,2026-03-26,fieldglass@company.com,FG1000280 | Medium | Data Quality Issue | Open - Broken Reference,Ticket ID: FG1000280 | Priority: Medium | Status: Open | Assigned Team: Data Support | Issue: broken reference | Category: Data Quality Issue | Created Date: 2026-03-26 | SLA Due Date: 2026-03-30,Medium,Open,Data Quality Issue,Vendor Support,2026-03-30,
INC1000281,ServiceNow,2026-01-28,servicenow@company.com,INC1000281 | Medium | System Error | Open - Server Error,Ticket ID: INC1000281 | Priority: Medium | Status: Open | Assigned Team: Data Support | Issue: server error | Category: System Error | Created Date: 2026-01-28 | SLA Due Date: 2026-02-01,Medium,Open,System Error,Vendor Support,2026-02-01,
INC1000282,ServiceNow,2026-01-15,servicenow@company.com,INC1000282 | Medium | Process Delay | Open - Pending Approval,Ticket ID: INC1000282 | Priority: Medium | Status: Open | Assigned Team: Application Support | Issue: pending approval | Category: Process Delay | Created Date: 2026-01-15 | SLA Due Date: 2026-01-19,Medium,Open,Process Delay,Vendor Support,2026-01-19,
FG1000283,Fieldglass,2026-02-14,fieldglass@company.com,FG1000283 | Medium | Process Delay | Pending Business - Vendor Delay,Ticket ID: FG1000283 | Priority: Medium | Status: Pending Business | Assigned Team: Application Support | Issue: vendor delay | Category: Process Delay | Created Date: 2026-02-14 | SLA Due Date: 2026-02-18,Medium,Pending Business,Process Delay,Vendor Support,2026-02-18,
INC1000284,ServiceNow,2026-02-10,servicenow@company.com,INC1000284 | Medium | Reporting Issue | Resolved - Tableau Variance,Ticket ID: INC1000284 | Priority: Medium | Status: Resolved | Assigned Team: Reporting Team | Issue: Tableau variance | Category: Reporting Issue | Created Date: 2026-02-10 | SLA Due Date: 2026-02-14,Medium,Resolved,Reporting Issue,Access Management,2026-02-14,2026-02-14
INC1000285,ServiceNow,2026-02-19,servicenow@company.com,INC1000285 | Medium | Process Delay | Open - Vendor Delay,Ticket ID: INC1000285 | Priority: Medium | Status: Open | Assigned Team: Application Support | Issue: vendor delay | Category: Process Delay | Created Date: 2026-02-19 | SLA Due Date: 2026-02-23,Medium,Open,Process Delay,Vendor Support,2026-02-23,
INC1000286,ServiceNow,2026-02-10,servicenow@company.com,INC1000286 | Medium | Process Delay | Open - Pending Approval,Ticket ID: INC1000286 | Priority: Medium | Status: Open | Assigned Team: Data Support | Issue: pending approval | Category: Process Delay | Created Date: 2026-02-10 | SLA Due Date: 2026-02-14,Medium,Open,Process Delay,Access Management,2026-02-14,
INC1000287,ServiceNow,2026-03-13,servicenow@company.com,INC1000287 | High | System Error | In Progress - Api Error,Ticket ID: INC1000287 | Priority: High | Status: In Progress | Assigned Team: Application Support | Issue: API error | Category: System Error | Created Date: 2026-03-13 | SLA Due Date: 2026-03-15,High,In Progress,System Error,Application Support,2026-03-15,
FG1000288,Fieldglass,2026-01-04,fieldglass@company.com,FG1000288 | Medium | System Error | Open - Interface Failure,Ticket ID: FG1000288 | Priority: Medium | Status: Open | Assigned Team: Data Support | Issue: interface failure | Category: System Error | Created Date: 2026-01-04 | SLA Due Date: 2026-01-08,Medium,Open,System Error,Access Management,2026-01-08,
INC1000289,ServiceNow,2026-04-06,servicenow@company.com,INC1000289 | High | Process Delay | In Progress - Late File Arrival,Ticket ID: INC1000289 | Priority: High | Status: In Progress | Assigned Team: Vendor Support | Issue: late file arrival | Category: Process Delay | Created Date: 2026-04-06 | SLA Due Date: 2026-04-08,High,In Progress,Process Delay,Data Support,2026-04-08,
INC1000290,ServiceNow,2026-04-16,servicenow@company.com,INC1000290 | Low | Reporting Issue | In Progress - Tableau Variance,Ticket ID: INC1000290 | Priority: Low | Status: In Progress | Assigned Team: Application Support | Issue: Tableau variance | Category: Reporting Issue | Created Date: 2026-04-16 | SLA Due Date: 2026-04-23,Low,In Progress,Reporting Issue,Vendor Support,2026-04-23,
INC1000291,ServiceNow,2026-02-01,servicenow@company.com,INC1000291 | Medium | System Error | Resolved - Job Failed,Ticket ID: INC1000291 | Priority: Medium | Status: Resolved | Assigned Team: Access Management | Issue: job failed | Category: System Error | Created Date: 2026-02-01 | SLA Due Date: 2026-02-05,Medium,Resolved,System Error,Access Management,2026-02-05,2026-02-02
INC1000292,ServiceNow,2026-04-14,servicenow@company.com,INC1000292 | Low | System Error | In Progress - Job Failed,Ticket ID: INC1000292 | Priority: Low | Status: In Progress | Assigned Team: Access Management | Issue: job failed | Category: System Error | Created Date: 2026-04-14 | SLA Due Date: 2026-04-21,Low,In Progress,System Error,Vendor Support,2026-04-21,
FG1000293,Fieldglass,2026-01-27,fieldglass@company.com,FG1000293 | High | Data Quality Issue | Open - Null Field,Ticket ID: FG1000293 | Priority: High | Status: Open | Assigned Team: Access Management | Issue: null field | Category: Data Quality Issue | Created Date: 2026-01-27 | SLA Due Date: 2026-01-29,High,Open,Data Quality Issue,Vendor Support,2026-01-29,
FG1000294,Fieldglass,2026-02-07,fieldglass@company.com,FG1000294 | High | Process Delay | Closed - Queue Backlog,Ticket ID: FG1000294 | Priority: High | Status: Closed | Assigned Team: Data Support | Issue: queue backlog | Category: Process Delay | Created Date: 2026-02-07 | SLA Due Date: 2026-02-09,High,Closed,Process Delay,Reporting Team,2026-02-09,2026-02-12
FG1000295,Fieldglass,2026-04-21,fieldglass@company.com,FG1000295 | Low | Access Issue | Open - Permission Issue,Ticket ID: FG1000295 | Priority: Low | Status: Open | Assigned Team: Reporting Team | Issue: permission issue | Category: Access Issue | Created Date: 2026-04-21 | SLA Due Date: 2026-04-28,Low,Open,Access Issue,Access Management,2026-04-28,
INC1000296,ServiceNow,2026-03-22,servicenow@company.com,INC1000296 | High | System Error | Resolved - Interface Failure,Ticket ID: INC1000296 | Priority: High | Status: Resolved | Assigned Team: Data Support | Issue: interface failure | Category: System Error | Created Date: 2026-03-22 | SLA Due Date: 2026-03-24,High,Resolved,System Error,Application Support,2026-03-24,2026-03-29
FG1000297,Fieldglass,2026-01-01,fieldglass@company.com,FG1000297 | Low | Reporting Issue | In Progress - Power Bi Error,Ticket ID: FG1000297 | Priority: Low | Status: In Progress | Assigned Team: Application Support | Issue: Power BI error | Category: Reporting Issue | Created Date: 2026-01-01 | SLA Due Date: 2026-01-08,Low,In Progress,Reporting Issue,Access Management,2026-01-08,
INC1000298,ServiceNow,2026-01-28,servicenow@company.com,INC1000298 | High | Process Delay | In Progress - Vendor Delay,Ticket ID: INC1000298 | Priority: High | Status: In Progress | Assigned Team: Access Management | Issue: vendor delay | Category: Process Delay | Created Date: 2026-01-28 | SLA Due Date: 2026-01-30,High,In Progress,Process Delay,Access Management,2026-01-30,
FG1000299,Fieldglass,2026-04-11,fieldglass@company.com,FG1000299 | High | Process Delay | Closed - Queue Backlog,Ticket ID: FG1000299 | Priority: High | Status: Closed | Assigned Team: Data Support | Issue: queue backlog | Category: Process Delay | Created Date: 2026-04-11 | SLA Due Date: 2026-04-13,High,Closed,Process Delay,Application Support,2026-04-13,2026-04-11
INC1000300,ServiceNow,2026-02-24,servicenow@company.com,INC1000300 | Medium | Access Issue | Open - Login Failure,Ticket ID: INC1000300 | Priority: Medium | Status: Open | Assigned Team: Reporting Team | Issue: login failure | Category: Access Issue | Created Date: 2026-02-24 | SLA Due Date: 2026-02-28,Medium,Open,Access Issue,Access Management,2026-02-28,
INC1000301,ServiceNow,2026-02-17,servicenow@company.com,INC1000301 | Medium | Reporting Issue | In Progress - Dashboard Mismatch,Ticket ID: INC1000301 | Priority: Medium | Status: In Progress | Assigned Team: Reporting Team | Issue: dashboard mismatch | Category: Reporting Issue | Created Date: 2026-02-17 | SLA Due Date: 2026-02-21,Medium,In Progress,Reporting Issue,Data Support,2026-02-21,
FG1000302,Fieldglass,2026-01-13,fieldglass@company.com,FG1000302 | Medium | Reporting Issue | Open - Report Refresh Failed,Ticket ID: FG1000302 | Priority: Medium | Status: Open | Assigned Team: Application Support | Issue: report refresh failed | Category: Reporting Issue | Created Date: 2026-01-13 | SLA Due Date: 2026-01-17,Medium,Open,Reporting Issue,Data Support,2026-01-17,
INC1000303,ServiceNow,2026-01-02,servicenow@company.com,INC1000303 | Medium | Process Delay | In Progress - Pending Approval,Ticket ID: INC1000303 | Priority: Medium | Status: In Progress | Assigned Team: Data Support | Issue: pending approval | Category: Process Delay | Created Date: 2026-01-02 | SLA Due Date: 2026-01-06,Medium,In Progress,Process Delay,Application Support,2026-01-06,
INC1000304,ServiceNow,2026-04-14,servicenow@company.com,INC1000304 | High | System Error | Open - Job Failed,Ticket ID: INC1000304 | Priority: High | Status: Open | Assigned Team: Access Management | Issue: job failed | Category: System Error | Created Date: 2026-04-14 | SLA Due Date: 2026-04-16,High,Open,System Error,Access Management,2026-04-16,
FG1000305,Fieldglass,2026-01-18,fieldglass@company.com,FG1000305 | Low | Data Quality Issue | Resolved - Broken Reference,Ticket ID: FG1000305 | Priority: Low | Status: Resolved | Assigned Team: Vendor Support | Issue: broken reference | Category: Data Quality Issue | Created Date: 2026-01-18 | SLA Due Date: 2026-01-25,Low,Resolved,Data Quality Issue,Vendor Support,2026-01-25,2026-01-20
INC1000306,ServiceNow,2026-03-22,servicenow@company.com,INC1000306 | Medium | Process Delay | Resolved - Pending Approval,Ticket ID: INC1000306 | Priority: Medium | Status: Resolved | Assigned Team: Application Support | Issue: pending approval | Category: Process Delay | Created Date: 2026-03-22 | SLA Due Date: 2026-03-26,Medium,Resolved,Process Delay,Reporting Team,2026-03-26,2026-03-29
INC1000307,ServiceNow,2026-02-19,servicenow@company.com,INC1000307 | Low | Access Issue | Pending Business - Login Failure,Ticket ID: INC1000307 | Priority: Low | Status: Pending Business | Assigned Team: Access Management | Issue: login failure | Category: Access Issue | Created Date: 2026-02-19 | SLA Due Date: 2026-02-26,Low,Pending Business,Access Issue,Reporting Team,2026-02-26,
INC1000308,ServiceNow,2026-04-03,servicenow@company.com,INC1000308 | High | Reporting Issue | Pending Business - Dashboard Mismatch,Ticket ID: INC1000308 | Priority: High | Status: Pending Business | Assigned Team: Data Support | Issue: dashboard mismatch | Category: Reporting Issue | Created Date: 2026-04-03 | SLA Due Date: 2026-04-05,High,Pending Business,Reporting Issue,Access Management,2026-04-05,
INC1000309,ServiceNow,2026-02-07,servicenow@company.com,INC1000309 | Medium | Process Delay | Resolved - Queue Backlog,Ticket ID: INC1000309 | Priority: Medium | Status: Resolved | Assigned Team: Application Support | Issue: queue backlog | Category: Process Delay | Created Date: 2026-02-07 | SLA Due Date: 2026-02-11,Medium,Resolved,Process Delay,Data Support,2026-02-11,2026-02-11
INC1000310,ServiceNow,2026-01-02,servicenow@company.com,INC1000310 | Critical | System Error | Closed - Server Error,Ticket ID: INC1000310 | Priority: Critical | Status: Closed | Assigned Team: Application Support | Issue: server error | Category: System Error | Created Date: 2026-01-02 | SLA Due Date: 2026-01-03,Critical,Closed,System Error,Vendor Support,2026-01-03,2026-01-04
FG1000311,Fieldglass,2026-04-09,fieldglass@company.com,FG1000311 | Medium | Reporting Issue | Resolved - Tableau Variance,Ticket ID: FG1000311 | Priority: Medium | Status: Resolved | Assigned Team: Data Support | Issue: Tableau variance | Category: Reporting Issue | Created Date: 2026-04-09 | SLA Due Date: 2026-04-13,Medium,Resolved,Reporting Issue,Access Management,2026-04-13,2026-04-18
INC1000312,ServiceNow,2026-02-06,servicenow@company.com,INC1000312 | Low | Access Issue | In Progress - Access Denied,Ticket ID: INC1000312 | Priority: Low | Status: In Progress | Assigned Team: Vendor Support | Issue: access denied | Category: Access Issue | Created Date: 2026-02-06 | SLA Due Date: 2026-02-13,Low,In Progress,Access Issue,Application Support,2026-02-13,
FG1000313,Fieldglass,2026-01-20,fieldglass@company.com,FG1000313 | Medium | System Error | Pending Business - Job Failed,Ticket ID: FG1000313 | Priority: Medium | Status: Pending Business | Assigned Team: Access Management | Issue: job failed | Category: System Error | Created Date: 2026-01-20 | SLA Due Date: 2026-01-24,Medium,Pending Business,System Error,Data Support,2026-01-24,
INC1000314,ServiceNow,2026-04-08,servicenow@company.com,INC1000314 | Medium | Data Quality Issue | Pending Business - Null Field,Ticket ID: INC1000314 | Priority: Medium | Status: Pending Business | Assigned Team: Data Support | Issue: null field | Category: Data Quality Issue | Created Date: 2026-04-08 | SLA Due Date: 2026-04-12,Medium,Pending Business,Data Quality Issue,Access Management,2026-04-12,
FG1000315,Fieldglass,2026-01-15,fieldglass@company.com,FG1000315 | High | Data Quality Issue | Closed - Missing Value,Ticket ID: FG1000315 | Priority: High | Status: Closed | Assigned Team: Reporting Team | Issue: missing value | Category: Data Quality Issue | Created Date: 2026-01-15 | SLA Due Date: 2026-01-17,High,Closed,Data Quality Issue,Data Support,2026-01-17,2026-01-16
INC1000316,ServiceNow,2026-03-08,servicenow@company.com,INC1000316 | High | Data Quality Issue | Closed - Missing Value,Ticket ID: INC1000316 | Priority: High | Status: Closed | Assigned Team: Access Management | Issue: missing value | Category: Data Quality Issue | Created Date: 2026-03-08 | SLA Due Date: 2026-03-10,High,Closed,Data Quality Issue,Reporting Team,2026-03-10,2026-03-12
FG1000317,Fieldglass,2026-03-09,fieldglass@company.com,FG1000317 | Medium | Access Issue | In Progress - Access Denied,Ticket ID: FG1000317 | Priority: Medium | Status: In Progress | Assigned Team: Vendor Support | Issue: access denied | Category: Access Issue | Created Date: 2026-03-09 | SLA Due Date: 2026-03-13,Medium,In Progress,Access Issue,Data Support,2026-03-13,
FG1000318,Fieldglass,2026-03-14,fieldglass@company.com,FG1000318 | Medium | System Error | Pending Business - Server Error,Ticket ID: FG1000318 | Priority: Medium | Status: Pending Business | Assigned Team: Reporting Team | Issue: server error | Category: System Error | Created Date: 2026-03-14 | SLA Due Date: 2026-03-18,Medium,Pending Business,System Error,Access Management,2026-03-18,
INC1000319,ServiceNow,2026-01-06,servicenow@company.com,INC1000319 | High | Process Delay | Pending Business - Sla Delay,Ticket ID: INC1000319 | Priority: High | Status: Pending Business | Assigned Team: Data Support | Issue: SLA delay | Category: Process Delay | Created Date: 2026-01-06 | SLA Due Date: 2026-01-08,High,Pending Business,Process Delay,Application Support,2026-01-08,
FG1000320,Fieldglass,2026-01-05,fieldglass@company.com,FG1000320 | High | System Error | Closed - Api Error,Ticket ID: FG1000320 | Priority: High | Status: Closed | Assigned Team: Access Management | Issue: API error | Category: System Error | Created Date: 2026-01-05 | SLA Due Date: 2026-01-07,High,Closed,System Error,Reporting Team,2026-01-07,2026-01-11
FG1000321,Fieldglass,2026-01-16,fieldglass@company.com,FG1000321 | Low | Reporting Issue | Pending Business - Wrong Kpi,Ticket ID: FG1000321 | Priority: Low | Status: Pending Business | Assigned Team: Data Support | Issue: wrong KPI | Category: Reporting Issue | Created Date: 2026-01-16 | SLA Due Date: 2026-01-23,Low,Pending Business,Reporting Issue,Reporting Team,2026-01-23,
INC1000322,ServiceNow,2026-03-01,servicenow@company.com,INC1000322 | Low | Process Delay | Open - Sla Delay,Ticket ID: INC1000322 | Priority: Low | Status: Open | Assigned Team: Access Management | Issue: SLA delay | Category: Process Delay | Created Date: 2026-03-01 | SLA Due Date: 2026-03-08,Low,Open,Process Delay,Access Management,2026-03-08,
INC1000323,ServiceNow,2026-03-14,servicenow@company.com,INC1000323 | Critical | Process Delay | Open - Vendor Delay,Ticket ID: INC1000323 | Priority: Critical | Status: Open | Assigned Team: Vendor Support | Issue: vendor delay | Category: Process Delay | Created Date: 2026-03-14 | SLA Due Date: 2026-03-15,Critical,Open,Process Delay,Reporting Team,2026-03-15,
FG1000324,Fieldglass,2026-04-10,fieldglass@company.com,FG1000324 | Low | Reporting Issue | Closed - Tableau Variance,Ticket ID: FG1000324 | Priority: Low | Status: Closed | Assigned Team: Reporting Team | Issue: Tableau variance | Category: Reporting Issue | Created Date: 2026-04-10 | SLA Due Date: 2026-04-17,Low,Closed,Reporting Issue,Data Support,2026-04-17,2026-04-18
FG1000325,Fieldglass,2026-03-30,fieldglass@company.com,FG1000325 | Medium | Access Issue | Resolved - Login Failure,Ticket ID: FG1000325 | Priority: Medium | Status: Resolved | Assigned Team: Access Management | Issue: login failure | Category: Access Issue | Created Date: 2026-03-30 | SLA Due Date: 2026-04-03,Medium,Resolved,Access Issue,Data Support,2026-04-03,2026-03-30
INC1000326,ServiceNow,2026-01-19,servicenow@company.com,INC1000326 | Medium | Process Delay | Closed - Pending Approval,Ticket ID: INC1000326 | Priority: Medium | Status: Closed | Assigned Team: Reporting Team | Issue: pending approval | Category: Process Delay | Created Date: 2026-01-19 | SLA Due Date: 2026-01-23,Medium,Closed,Process Delay,Vendor Support,2026-01-23,2026-01-20
FG1000327,Fieldglass,2026-01-13,fieldglass@company.com,FG1000327 | Low | Reporting Issue | Open - Power Bi Error,Ticket ID: FG1000327 | Priority: Low | Status: Open | Assigned Team: Application Support | Issue: Power BI error | Category: Reporting Issue | Created Date: 2026-01-13 | SLA Due Date: 2026-01-20,Low,Open,Reporting Issue,Data Support,2026-01-20,
INC1000328,ServiceNow,2026-02-10,servicenow@company.com,INC1000328 | High | System Error | In Progress - Api Error,Ticket ID: INC1000328 | Priority: High | Status: In Progress | Assigned Team: Access Management | Issue: API error | Category: System Error | Created Date: 2026-02-10 | SLA Due Date: 2026-02-12,High,In Progress,System Error,Access Management,2026-02-12,
FG1000329,Fieldglass,2026-04-10,fieldglass@company.com,FG1000329 | Critical | Reporting Issue | Open - Report Refresh Failed,Ticket ID: FG1000329 | Priority: Critical | Status: Open | Assigned Team: Reporting Team | Issue: report refresh failed | Category: Reporting Issue | Created Date: 2026-04-10 | SLA Due Date: 2026-04-11,Critical,Open,Reporting Issue,Data Support,2026-04-11,
INC1000330,ServiceNow,2026-02-15,servicenow@company.com,INC1000330 | Medium | System Error | Open - Interface Failure,Ticket ID: INC1000330 | Priority: Medium | Status: Open | Assigned Team: Access Management | Issue: interface failure | Category: System Error | Created Date: 2026-02-15 | SLA Due Date: 2026-02-19,Medium,Open,System Error,Application Support,2026-02-19,
FG1000331,Fieldglass,2026-04-16,fieldglass@company.com,FG1000331 | High | Access Issue | Resolved - Access Denied,Ticket ID: FG1000331 | Priority: High | Status: Resolved | Assigned Team: Access Management | Issue: access denied | Category: Access Issue | Created Date: 2026-04-16 | SLA Due Date: 2026-04-18,High,Resolved,Access Issue,Reporting Team,2026-04-18,2026-04-17
INC1000332,ServiceNow,2026-02-08,servicenow@company.com,INC1000332 | Medium | Data Quality Issue | Open - Invalid Trade Id,Ticket ID: INC1000332 | Priority: Medium | Status: Open | Assigned Team: Reporting Team | Issue: invalid trade id | Category: Data Quality Issue | Created Date: 2026-02-08 | SLA Due Date: 2026-02-12,Medium,Open,Data Quality Issue,Data Support,2026-02-12,
